Country_A,Country_B,Conflict_Type,Year,Duration_Days,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement,Total Deaths,Total GDP,Conflict_Intensity
Iran,Germany,Cold Conflict,1964,1471,225.37,5.2,2926.9,Forest,825.4,1257.6,NATO,Regional,Mixed,278,7,No,12,No,Stalemate,-9.406,59.053,Polar,Land,No,89914,27640.3,61.12440517
Australia,Canada,Proxy War,2006,1756,165.81,-0.2,2813.4,Mountain,1241.3,1341.9,,Regional,Nuclear,453,33,Yes,6.18,No,Victory_A,-77.7,57.694,Tropical,Water,Yes,119261,32340,67.91628702
Turkey,Australia,Civil War,2018,1966,478.83,29.2,1283.1,Plains,586.5,584.8,Regional,NATO,Conventional,3213,144,Yes,11.14,Yes,Victory_A,41.53,61.51,Arid,,Yes,95074,19685.2,48.35910478
India,Brazil,Skirmish,1971,745,411.31,30.6,2170.7,Urban,936.8,578.3,,Regional,Conventional,4703,16,Yes,10.55,No,Victory_B,-22.405,-64.467,Tropical,Oil,Yes,97406,36389.3,130.7463087
Israel,Russia,War,2013,1630,330.82,5.3,2488.4,Urban,862.7,1230.1,NATO,Regional,Cyber,4464,93,No,10.2,Yes,Stalemate,-35.491,170.54,Arid,Land,No,69441,36939.6,42.60184049
Australia,Ukraine,Skirmish,1990,967,81.51,6,2696.7,Plains,528.5,601.6,Regional,NATO,Mixed,4465,81,Yes,10.35,Yes,Stalemate,-38.111,-177.641,Polar,Land,No,170846,29512.8,176.6763185
Russia,Canada,War,2020,763,367.19,16.1,204.4,Forest,791.8,1198.8,,Regional,Mixed,300,52,Yes,0.01,No,Victory_B,-88.612,43.559,Arid,,No,67234,35437.2,88.11795544
USA,USA,Skirmish,2005,762,363.53,23,906.2,Plains,295.1,40.6,,NATO,Nuclear,716,142,Yes,5.37,No,Stalemate,43.676,131.799,Polar,Oil,No,150564,10533.4,197.5905512
Germany,Japan,War,1972,794,212.59,-7.2,960.7,Forest,765,686,,Regional,Conventional,1375,63,No,8.62,No,Victory_B,-63.844,140.801,Arid,Water,No,242238,35429.1,305.0856423
China,Israel,War,1974,744,462.4,16.7,1303.3,Plains,1118.6,1333.4,Regional,,Conventional,194,108,No,2.55,No,Stalemate,3.716,79.274,Temperate,Water,Yes,222839,33249.4,299.5147849
Brazil,Israel,Skirmish,1955,1070,83.57,32.9,507.8,Forest,1062.8,354.7,,,Mixed,1328,56,Yes,14.98,Yes,Victory_B,-87.105,26.932,Tropical,Water,Yes,54735,41580.4,51.15420561
Canada,USA,Skirmish,1983,1910,133.74,1.8,1488.6,Desert,501.8,373.4,NATO,NATO,Cyber,4353,147,Yes,16.94,Yes,Victory_B,23.019,-15.359,Tropical,Water,No,207699,42147.9,108.7429319
UK,Russia,War,2012,1532,31.71,30.9,1989.6,Plains,157.8,882.5,NATO,Regional,Mixed,1979,60,No,16.36,Yes,Victory_A,-23.491,-18.174,Tropical,Land,Yes,172021,9084.8,112.285248
France,Brazil,Proxy War,1958,558,397.75,32.8,1492.1,Forest,1120.1,1296.7,NATO,NATO,Conventional,1557,24,Yes,9.19,No,Stalemate,23.535,-26.964,Temperate,Oil,No,178236,27895.2,319.4193548
Canada,Iran,Skirmish,2009,1995,310.92,2.1,1997.4,Mountain,371.8,279,NATO,Regional,Nuclear,3124,77,Yes,13.81,Yes,Victory_A,-73.819,71.961,Temperate,,Yes,104688,7870.7,52.47518797
Ukraine,Russia,Cold Conflict,1998,526,157.54,23.9,199.3,Mountain,75.2,1290.4,Regional,NATO,Nuclear,4882,26,No,1.54,Yes,Victory_B,-42.06,83.235,Polar,,Yes,226191,21461.2,430.0209125
China,Israel,Civil War,2000,597,81.99,0.7,2628,Plains,623.8,928.5,NATO,,Nuclear,528,174,Yes,3.99,Yes,Victory_B,-70.145,5.314,Polar,,No,174613,17358.4,292.4840871
Israel,India,War,2009,1855,20.17,23.2,2817.2,Plains,1035.5,1390.3,NATO,NATO,Conventional,497,98,Yes,0.94,Yes,Victory_B,26.293,86.692,Tropical,Oil,Yes,91793,25018.6,49.48409704
Brazil,Brazil,War,2019,840,83.46,25.9,1853.7,Urban,1132.1,1031.3,NATO,,Conventional,1810,27,Yes,19.31,Yes,Stalemate,-70.46,10.244,Temperate,Land,No,235292,31712.6,280.1095238
China,USA,Civil War,1986,3,226.7,1.1,2644.2,Forest,1375.1,935.3,Regional,,Nuclear,2845,133,No,11.49,Yes,Victory_A,21.078,-144.953,Temperate,Oil,Yes,65204,35556.7,21734.66667
India,Israel,Proxy War,1980,1052,123.66,22.2,394.3,Plains,266,1141,Regional,,Conventional,2125,40,No,3.5,Yes,Victory_B,-65.756,126.581,Tropical,Oil,No,177074,23785.5,168.3212928
USA,Israel,Civil War,1990,1405,129.57,26.5,2392.3,Mountain,412,246,,NATO,Cyber,319,58,No,14.15,Yes,Stalemate,79.804,133.373,Arid,Oil,Yes,143733,22637.9,102.3010676
Turkey,Germany,Skirmish,2011,157,437.8,6.1,357.4,Mountain,853.7,1324.4,NATO,NATO,Nuclear,3363,77,No,9.78,No,Victory_B,-15.051,-84.074,Polar,,No,125842,28461.9,801.5414013
UK,USA,Civil War,2007,855,257.62,-2.5,1224,Mountain,1136.1,232.7,,,Cyber,2569,188,Yes,8.69,Yes,Victory_B,-67.214,103.116,Polar,Land,Yes,71286,36286.4,83.3754386
Japan,Iran,War,1963,1938,364.65,-5.9,971.5,Forest,328.5,36.9,Regional,NATO,Cyber,3386,48,No,18.27,No,Victory_B,-82.474,4.022,Arid,Land,Yes,147992,7873.6,76.36326109
USA,USA,Civil War,1985,1955,17.95,15.9,1756.8,Desert,574.5,977.3,,Regional,Conventional,4709,107,No,14.16,No,Victory_B,-30.704,-135.35,Tropical,Oil,Yes,46968,18798.1,24.02455243
Japan,Iran,Cold Conflict,1985,511,182.65,34,904.5,Plains,572.4,259.2,Regional,,Conventional,4725,99,No,13.81,Yes,Victory_A,70.45,-36.72,Temperate,Land,No,134424,30870.1,263.0606654
Australia,Brazil,Skirmish,1957,1357,239.64,27,1911.9,Desert,1082.3,1062.5,,Regional,Nuclear,2716,4,Yes,1.95,Yes,Victory_B,-64.113,-152.441,Polar,Land,No,137596,41230.5,101.3971997
Turkey,Australia,Civil War,1975,1868,93.29,9.6,1102.2,Forest,338.1,1113.3,NATO,,Conventional,3338,10,Yes,1.84,Yes,Victory_B,52.35,103.128,Temperate,Land,Yes,182245,17619.6,97.56156317
Brazil,India,War,1985,687,60.18,14.1,2582.4,Plains,1356.3,332.1,Regional,Regional,Cyber,244,85,No,13.29,No,Victory_A,-14.873,-109.356,Tropical,Water,Yes,53735,36303.3,78.21688501
Germany,Ukraine,Skirmish,1997,1138,435.16,2.6,1901.7,Urban,715.1,122.3,Regional,,Conventional,2719,39,Yes,3.13,Yes,Victory_A,54.527,-120.819,Tropical,,Yes,162767,33725.4,143.0289982
France,USA,War,1977,1413,469.72,-2.7,645.9,Plains,395.6,701.6,Regional,,Nuclear,869,113,No,9.07,Yes,Victory_B,67.372,-104.926,Polar,Land,Yes,126071,20106.1,89.22222222
Russia,Canada,Proxy War,2017,1511,39.5,11.7,1008.4,Plains,398.7,1246.4,NATO,,Mixed,1459,69,Yes,11.4,No,Victory_A,89.607,-98.593,Tropical,,No,182705,11145.8,120.9166115
Iran,France,Cold Conflict,2011,1867,174.57,10.9,2542.3,Plains,26.6,1186.4,NATO,NATO,Mixed,4109,166,No,7.76,Yes,Victory_A,-77.724,62.623,Tropical,Water,No,113514,35032.5,60.80021425
Turkey,UK,Proxy War,2000,1274,479.15,13.5,1159.4,Plains,969.7,164.8,Regional,Regional,Conventional,670,69,Yes,1.7,Yes,Victory_A,53.334,49.896,Temperate,Oil,Yes,226320,22535.2,177.6452119
USA,UK,Cold Conflict,1991,571,41.67,32.9,1607.4,Plains,1086.6,1350.7,Regional,,Mixed,4736,109,No,14.87,No,Victory_A,-77.456,-133.439,Arid,Oil,Yes,136131,16868.2,238.408056
UK,USA,Civil War,1978,715,321.86,17.2,1946.8,Forest,46.4,370.3,NATO,NATO,Cyber,685,19,Yes,17.7,No,Victory_B,-33.337,80.791,Tropical,Oil,Yes,166706,38699.4,233.1552448
Iran,Iran,Skirmish,1959,1339,486.11,17.3,1043.4,Plains,820.7,489.8,NATO,,Mixed,1974,131,Yes,3.23,Yes,Stalemate,26.322,-54.339,Polar,,No,252088,24528.3,188.2658701
Ukraine,Canada,Civil War,1988,239,489.11,-4.2,881.9,Forest,1094.6,209.5,NATO,Regional,Mixed,1011,12,No,17.08,Yes,Stalemate,-9.488,-15.31,Polar,Land,No,176217,13353.6,737.3096234
Ukraine,Australia,Cold Conflict,1950,1258,235.66,34.8,1425.8,Plains,527.4,529.5,NATO,,Cyber,1384,48,No,15.77,Yes,Victory_B,11.746,-135.05,Temperate,Water,No,107082,32648.3,85.12082671
China,Germany,Cold Conflict,1988,303,81.46,24.8,644.6,Plains,606.4,890.3,NATO,NATO,Nuclear,4138,75,Yes,11.28,No,Stalemate,83.915,75.105,Tropical,Land,Yes,79347,21199.5,261.8712871
Iran,Iran,Cold Conflict,1970,607,101.12,29.5,852.6,Forest,506.9,709,NATO,,Mixed,910,8,Yes,11.92,No,Victory_A,57.358,-44.56,Arid,,Yes,216876,28455.7,357.291598
UK,Japan,War,2014,991,444.81,8.6,186.2,Plains,442.6,1158.7,,,Mixed,1317,58,No,13.03,No,Stalemate,-24.539,47.567,Tropical,Oil,Yes,80639,15316.5,81.37134208
Brazil,Japan,Skirmish,1964,1677,455.85,12.6,911.9,Mountain,688.1,898.2,NATO,,Mixed,3126,115,No,10.5,Yes,Victory_B,17.99,-26.2,Polar,Water,No,214784,3387.2,128.0763268
Australia,Brazil,Civil War,1953,334,303.98,13.5,962.1,Plains,233.4,369.7,NATO,,Nuclear,566,2,Yes,16.89,No,Stalemate,-81.273,-162.407,Temperate,Land,No,145465,8797.1,435.5239521
Japan,UK,Civil War,2009,113,383.11,-1.3,2885.5,Urban,617.5,780.9,Regional,NATO,Conventional,3917,10,Yes,9.48,Yes,Victory_B,-8.478,73.256,Tropical,Land,No,113564,8538.5,1004.99115
China,USA,Proxy War,2010,1645,369.99,21,1769.2,Forest,1318.6,90.8,Regional,,Conventional,1465,4,No,10.94,No,Stalemate,19.511,18.903,Arid,Oil,No,127276,14994.6,77.37142857
Ukraine,Japan,Cold Conflict,1969,362,330.94,30.6,2362.1,Plains,39.3,813.5,,Regional,Nuclear,4202,162,No,0.74,Yes,Victory_A,38.649,-23.672,Temperate,Land,No,252805,26448,698.3563536
Russia,USA,Cold Conflict,1959,1881,413.66,-2.6,136.1,Plains,231.5,546.1,NATO,Regional,Cyber,1207,112,Yes,3.6,No,Victory_A,72.273,-107.441,Temperate,Land,No,113192,19242.4,60.17650186
Russia,Brazil,Cold Conflict,1983,801,342.73,-6.1,319.6,Forest,1089,138.7,Regional,,Conventional,3570,151,Yes,18.08,Yes,Victory_A,-39.05,44.764,Polar,Oil,No,202088,7443.2,252.2946317
USA,UK,Civil War,1997,97,267.05,23.2,2443.6,Desert,185.7,431.1,Regional,NATO,Nuclear,2465,197,Yes,2.43,No,Stalemate,72.391,-80.929,Polar,,No,198916,2237.2,2050.680412
Brazil,Russia,Proxy War,1982,1982,118.55,2.3,1870.6,Mountain,380.5,1257.4,,Regional,Nuclear,4144,81,No,18.08,Yes,Stalemate,29.073,-25.497,Arid,,Yes,93311,18839.8,47.07921292
Germany,Australia,War,2010,1871,371.97,18.1,572.9,Mountain,637.3,820.9,NATO,,Cyber,4348,124,Yes,12.72,No,Stalemate,-76.024,-159.665,Polar,Water,Yes,162397,13700.7,86.79690005
Ukraine,France,Skirmish,1959,16,236.77,21.3,1214.4,Plains,1320.5,1264.7,Regional,,Nuclear,3926,133,No,18.4,Yes,Victory_A,-21.54,99.629,Tropical,Land,No,72552,10222.7,4534.5
Israel,France,War,2003,556,147.47,4.5,1616,Forest,257.7,575.7,NATO,NATO,Conventional,3140,85,Yes,16.29,No,Stalemate,-4.213,-147.587,Tropical,,No,163122,38361.3,293.3848921
Brazil,Japan,Civil War,2014,1978,400.99,26.7,2530.8,Urban,1292.4,1370.5,,,Conventional,3513,41,Yes,17.31,No,Stalemate,-26.552,140.702,Temperate,Oil,No,76807,31278.7,38.83063701
Australia,France,Cold Conflict,1950,376,348.39,14.7,181.2,Plains,1006.2,504.7,,NATO,Nuclear,4010,42,No,10.49,Yes,Victory_B,-69.131,132.327,Arid,,No,195196,25091.6,519.1382979
Japan,Israel,Skirmish,1954,742,468.68,29.1,1790.2,Mountain,939.9,1059.8,NATO,Regional,Nuclear,2877,141,No,16.51,Yes,Victory_A,9.285,169.592,Polar,Land,Yes,132797,21483,178.9716981
UK,Australia,Civil War,1964,390,82.8,24.3,2151.1,Plains,1013.2,428.3,,,Cyber,1400,24,No,9.21,No,Stalemate,-66.284,147.039,Temperate,Water,Yes,124609,29987.6,319.5102564
Iran,Iran,Civil War,1977,620,324.63,29.1,2933.7,Forest,44.7,149.3,Regional,NATO,Cyber,1568,17,Yes,0.88,No,Victory_B,74.705,169.707,Temperate,Water,Yes,85885,27399.4,138.5241935
Ukraine,Russia,Civil War,1972,1241,122.2,-9.1,2421.5,Urban,139.4,1166.4,,,Mixed,740,151,Yes,13.03,Yes,Victory_B,65.746,139.419,Arid,,No,189288,35571.6,152.528606
Iran,Australia,Skirmish,1966,1423,451.8,1,828.7,Desert,469.4,1067.9,,,Nuclear,699,190,No,14.57,No,Victory_B,-4.461,-139.497,Polar,Oil,No,190106,13605.1,133.5952214
Russia,Israel,Skirmish,1962,1284,49.84,-5.9,2128.7,Urban,104.5,1149.1,NATO,Regional,Mixed,702,105,Yes,2.03,No,Victory_A,-77.805,-22.435,Arid,Oil,No,168729,9686.1,131.4088785
UK,Turkey,Proxy War,1963,824,328.12,9.9,2289.8,Plains,1382.6,420.3,Regional,,Mixed,4388,0,No,16.32,Yes,Victory_B,9.397,-152.584,Arid,Land,Yes,70345,43862.5,85.37014563
UK,Iran,Proxy War,1960,320,395.56,30,2189.2,Mountain,813,985.4,NATO,NATO,Mixed,955,14,Yes,1.5,No,Victory_A,16.603,16.307,Polar,,Yes,137322,30481.9,429.13125
UK,Israel,War,1977,196,177.52,11,2460.4,Forest,682.8,308.7,NATO,NATO,Mixed,873,181,Yes,8.83,Yes,Victory_B,69.916,10.712,Tropical,Oil,Yes,185164,25505.9,944.7142857
Russia,USA,Skirmish,1991,1502,477.07,28.2,2711.2,Plains,1099.9,16.8,NATO,NATO,Conventional,2408,33,No,9.76,Yes,Stalemate,-77.847,151.984,Temperate,Oil,No,112648,21253.8,74.99866844
Australia,Brazil,Skirmish,2010,418,425.38,4.7,295.3,Desert,1367.8,1213.2,,,Cyber,4597,179,No,0.74,Yes,Victory_A,34.579,169.09,Temperate,Oil,No,158083,5283.2,378.1889952
Iran,Ukraine,Skirmish,2013,1499,147.38,5.3,314.3,Forest,1337.2,733.4,,,Nuclear,3378,1,No,1.32,No,Victory_A,11.305,-86.528,Tropical,,Yes,58737,29131.2,39.18412275
Canada,Russia,Proxy War,1980,607,3.87,30.3,2389.2,Forest,1110.5,1377.1,NATO,Regional,Cyber,1820,163,Yes,9.01,No,Stalemate,-58.541,29.633,Arid,Land,Yes,231315,15255.3,381.0790774
Iran,Ukraine,Civil War,2022,568,148.4,9.2,757.1,Forest,528.7,539.7,,,Cyber,4744,150,Yes,6.23,No,Victory_B,-68.088,-12.801,Tropical,Oil,Yes,132678,37985.4,233.5880282
India,Brazil,Cold Conflict,1959,544,140.73,25.5,175.6,Plains,93.3,1339.7,,NATO,Cyber,4181,151,Yes,16.32,No,Victory_A,34.911,16.825,Temperate,Water,No,240666,17548.2,442.4007353
Japan,Brazil,Proxy War,1957,231,444.99,0.6,1203.7,Desert,138.6,861.5,NATO,NATO,Cyber,4391,109,Yes,8.28,Yes,Victory_A,-28.832,11.422,Polar,,No,80512,38435.3,348.5367965
Israel,Israel,Skirmish,1970,884,483.56,32.7,2459.6,Plains,2.6,717.6,Regional,Regional,Cyber,3242,159,No,2.11,Yes,Victory_A,89.989,149.085,Polar,,Yes,102906,4035.6,116.4095023
Canada,UK,Proxy War,2008,521,35.31,15.9,379.7,Forest,3.7,424.6,Regional,NATO,Cyber,1379,50,No,3.16,No,Victory_A,70.921,142.605,Tropical,,Yes,198244,16269.6,380.5067179
Japan,Israel,War,1999,703,235.7,24.2,2015.5,Forest,1311.1,1155.6,,NATO,Conventional,278,45,Yes,13.47,Yes,Victory_A,11.829,-135.815,Temperate,Oil,No,262630,19622.1,373.5846373
China,Ukraine,Skirmish,2018,1897,274.21,-6,10.8,Mountain,1297.9,1160.5,Regional,NATO,Cyber,4347,140,No,19,No,Stalemate,25.512,-55.76,Tropical,Land,Yes,117748,19476.3,62.07063785
Brazil,Israel,War,2019,1224,46.55,12.2,329.2,Urban,934.9,584.3,Regional,Regional,Nuclear,1031,96,Yes,17.39,No,Victory_A,-61.4,90.999,Tropical,Land,No,252048,28520.3,205.9215686
Brazil,USA,Skirmish,1979,846,188.81,30.5,1052.6,Plains,1017.6,1018.5,,Regional,Nuclear,4681,105,No,2.59,Yes,Victory_A,70.921,66.235,Temperate,Water,No,166719,28215.1,197.0673759
France,Israel,Proxy War,1966,673,158.61,29.5,250.8,Desert,719,626.7,Regional,NATO,Mixed,1343,13,No,0.33,No,Stalemate,-7.392,47.229,Polar,Water,Yes,199756,26695.5,296.8142645
Brazil,Canada,Civil War,2024,1623,268.07,-7.9,2537.7,Forest,333.7,1035.8,,NATO,Mixed,604,16,Yes,0.53,Yes,Victory_B,3.844,177.772,Temperate,Land,No,93809,24045.4,57.79975354
Iran,France,Cold Conflict,1969,21,330.63,3.7,2592.2,Plains,1280.2,1391.9,NATO,,Cyber,2655,121,Yes,11.1,Yes,Victory_A,67.163,-58.703,Tropical,Land,Yes,114215,21926.6,5438.809524
Russia,Ukraine,War,1997,1335,351.77,9.9,2266.7,Urban,389.5,368.2,Regional,,Mixed,591,143,No,9.72,No,Stalemate,-88.875,5.49,Tropical,Land,No,24878,8852.7,18.63520599
Israel,Canada,Proxy War,2022,588,68.46,-2.2,727.4,Plains,1035.8,888,NATO,NATO,Mixed,3954,159,Yes,0.27,Yes,Stalemate,-1.018,172.494,Polar,,No,175726,39967.2,298.8537415
Germany,UK,Civil War,1951,1977,406.49,22.8,1569.7,Urban,344.4,532.4,NATO,,Cyber,11,106,No,1.14,Yes,Victory_B,22.818,70.399,Tropical,,No,221252,35745.3,111.9129995
USA,Brazil,Proxy War,1986,898,339.3,-1.7,552.6,Plains,1218.3,768.2,,NATO,Mixed,121,11,Yes,20,No,Victory_A,-61.324,53.525,Tropical,Land,No,264233,19717.9,294.2461024
France,Japan,War,1950,1677,444.55,5.6,843.8,Mountain,912.1,1223.9,Regional,NATO,Nuclear,4520,130,No,19.3,Yes,Victory_A,-77.706,-124.291,Polar,Water,No,174712,8103.2,104.1812761
Turkey,Australia,Cold Conflict,1953,1662,224.72,19.8,1548,Plains,900.1,487.3,Regional,,Cyber,2276,74,Yes,2.53,No,Victory_B,6.288,-91.204,Temperate,Land,No,178046,41531.3,107.1275572
Turkey,Iran,Proxy War,2003,1787,446.96,11.7,2205,Mountain,137.2,102.3,Regional,Regional,Nuclear,2644,180,No,3.28,Yes,Stalemate,8.555,-44.11,Arid,Water,No,216892,25110,121.3721321
USA,France,Skirmish,1974,1924,432.9,23.2,284,Urban,587.8,1118.7,Regional,Regional,Nuclear,4073,42,Yes,18,Yes,Stalemate,-30.555,-12.655,Temperate,,No,178687,40316.1,92.87266112
Japan,Iran,Civil War,1952,1620,219.26,33.3,890.1,Forest,735.3,777.5,,Regional,Conventional,877,132,No,10.15,No,Stalemate,68.802,-1.004,Arid,Land,No,77884,30605.3,48.07654321
USA,Israel,Proxy War,1958,1458,190.63,-4.8,2779.9,Forest,412.4,629.7,NATO,NATO,Conventional,785,174,No,19.16,No,Victory_B,-35.805,144.769,Temperate,Water,No,137346,24522.2,94.20164609
USA,Turkey,Civil War,2023,371,466.41,21.9,1287.4,Plains,1233.5,257.5,Regional,NATO,Mixed,2076,26,Yes,10.41,Yes,Victory_B,2.966,-141.404,Polar,Land,Yes,48062,12375.3,129.5471698
Turkey,France,Skirmish,1983,1584,357.61,0.4,2816.6,Desert,1172.9,130.9,Regional,Regional,Nuclear,100,126,No,11.54,No,Stalemate,-56.391,-90.593,Polar,,No,174950,15722.6,110.4482323
France,USA,Cold Conflict,1992,1915,464.13,8.7,2974.2,Plains,691.6,391,,Regional,Mixed,375,179,Yes,4.4,Yes,Victory_A,-87.991,-128.292,Polar,,No,253426,26326,132.3373368
China,Turkey,Cold Conflict,2023,78,398.51,-8.5,1580,Mountain,476.7,1006.7,Regional,Regional,Cyber,645,55,Yes,17.52,Yes,Victory_A,-13.315,84.712,Arid,,Yes,189010,20452.8,2423.205128
Iran,India,Skirmish,1971,1566,304.69,-3.9,864.1,Mountain,1122.4,577.1,Regional,NATO,Nuclear,3382,103,No,16.5,No,Stalemate,4.851,169.409,Temperate,Oil,Yes,124811,20077.5,79.70051086
UK,China,Civil War,2019,1309,58.01,4.4,2372.3,Urban,276.5,798.7,NATO,NATO,Mixed,3511,79,Yes,6.75,Yes,Victory_A,47.642,141.826,Polar,,Yes,119257,15689.3,91.10542399
Brazil,China,Proxy War,1951,648,145.81,5.4,477.9,Plains,101.1,115.8,Regional,,Nuclear,2740,67,Yes,12.25,Yes,Stalemate,-9.221,80.388,Arid,Land,Yes,80406,29979.2,124.0833333
Brazil,China,Skirmish,2015,140,484.42,30.5,756.1,Urban,64.9,173.4,Regional,,Mixed,3528,90,Yes,6.83,No,Stalemate,-39.828,-172.252,Polar,Water,Yes,153604,21160,1097.171429
Russia,India,War,1981,553,159.78,23.4,2354.6,Desert,55.1,16.8,NATO,,Cyber,4816,14,Yes,9.28,No,Victory_A,18.763,-55.069,Tropical,Land,Yes,54423,7559.8,98.41410488
France,Iran,Civil War,1965,998,46.72,33.7,1300.9,Forest,685,942.9,Regional,Regional,Conventional,2023,146,Yes,17.07,No,Victory_A,-21.388,130.902,Tropical,Land,No,194169,19981.8,194.5581162
Russia,USA,Cold Conflict,1950,282,353.81,17,604.6,Forest,358.2,371,NATO,NATO,Nuclear,4566,25,No,8.31,No,Victory_B,-47.984,55.105,Polar,Oil,No,148643,43566.4,527.1028369
Germany,Turkey,Skirmish,2021,1586,367.03,0.9,1953.4,Plains,966.8,1353.7,,,Mixed,1952,172,Yes,16.81,Yes,Victory_A,73.863,-104.544,Arid,Land,Yes,184157,20973.6,116.1141236
Germany,India,Cold Conflict,1997,1282,142.8,4.7,2198.3,Urban,915.8,432.5,NATO,,Conventional,1045,9,Yes,19.2,Yes,Victory_A,6.604,-12.065,Tropical,Oil,Yes,69671,26593.4,54.34555382
Russia,China,Civil War,1999,1847,148.91,4.4,375.2,Urban,759.3,509.7,NATO,,Cyber,2097,97,No,8.33,Yes,Victory_A,-53.914,-148.349,Polar,Land,Yes,136197,4057.3,73.73957769
France,UK,Cold Conflict,1962,1384,234.5,4.7,830.9,Desert,494.6,657.8,Regional,,Conventional,3822,101,Yes,17.55,Yes,Victory_A,30.764,7.489,Polar,Oil,Yes,87559,9814.9,63.26517341
Russia,Russia,Skirmish,1964,440,10.99,20.3,663.8,Urban,1190.8,447.5,Regional,Regional,Cyber,4821,153,Yes,6.08,Yes,Stalemate,54.554,144.37,Arid,,Yes,138340,11697,314.4090909
Brazil,Turkey,Civil War,2002,270,394.68,13.9,1139.6,Mountain,993.9,1144.6,Regional,NATO,Mixed,3866,135,No,0.06,Yes,Victory_A,46.536,-166.061,Arid,Oil,No,212036,21788,785.3185185
Canada,Ukraine,War,1993,1158,158.61,7.3,2290.3,Mountain,380.9,1226.8,Regional,NATO,Cyber,3631,79,No,1.69,No,Stalemate,17.917,41.001,Tropical,Oil,No,184184,27497.4,159.0535406
India,Brazil,Skirmish,1957,746,426.9,-3.3,2141.1,Mountain,702.9,16.4,NATO,NATO,Conventional,2014,31,No,14.74,No,Stalemate,3.532,-96.083,Polar,Land,Yes,145957,32707.2,195.652815
Turkey,India,Proxy War,2023,1664,401.33,-9,1987.6,Plains,219.6,916.9,,,Mixed,2349,20,Yes,2,Yes,Victory_B,49.918,176.539,Tropical,,Yes,61579,14223.4,37.00661058
Turkey,USA,Skirmish,1995,104,330.73,-0.2,18.9,Mountain,461,960.8,Regional,Regional,Mixed,3398,95,Yes,18.78,Yes,Stalemate,37.462,-156.563,Temperate,Oil,Yes,50277,26621.9,483.4326923
Israel,USA,Civil War,2018,766,162.5,-5.2,426.4,Mountain,1396,1346,NATO,Regional,Nuclear,383,44,No,17.33,Yes,Victory_A,12.866,42.225,Polar,Land,Yes,242841,28235,317.0248042
USA,Ukraine,Skirmish,1968,95,258.21,25.3,669.9,Forest,314.2,519.2,,Regional,Mixed,2585,182,No,10.3,No,Victory_B,28.39,-87.707,Arid,Water,No,188868,32610.2,1988.084211
India,Canada,War,1987,1873,222.47,-4.9,815.9,Plains,977.9,274.2,,NATO,Mixed,702,11,No,11.63,Yes,Victory_B,-59.647,137.687,Temperate,Land,Yes,188581,14791.3,100.6839295
Iran,Russia,War,1960,729,169.51,22.6,439.3,Mountain,334.5,729.3,,NATO,Mixed,2096,175,Yes,13.89,No,Victory_B,-86.412,-136.105,Arid,Land,No,243197,31708,333.6035665
France,Turkey,Proxy War,1992,1597,424.08,7.4,1230.9,Desert,1313.5,627.1,NATO,Regional,Nuclear,318,102,No,14.63,Yes,Stalemate,77.604,-25.469,Arid,Water,No,113393,24790.7,71.00375704
Australia,Japan,Cold Conflict,1969,480,241.81,-6.7,225.5,Mountain,434.9,1108.6,Regional,,Cyber,20,186,Yes,9.82,No,Stalemate,78.351,-113.27,Temperate,Oil,No,249251,15738.9,519.2729167
India,France,Civil War,1969,780,416.38,26.6,2250.1,Plains,486,1265.7,NATO,NATO,Conventional,3504,73,No,6.27,Yes,Stalemate,51.835,107.8,Tropical,Land,No,164279,11645.4,210.6141026
Israel,China,Civil War,1970,1265,52.7,16.1,2363.2,Urban,831.8,122.3,Regional,NATO,Mixed,591,69,Yes,18.2,No,Victory_B,-22.985,-53.48,Temperate,Land,No,197728,22005.6,156.3067194
Germany,Turkey,Cold Conflict,2006,13,70.6,0.6,1722.8,Forest,823.8,1185.4,,,Conventional,4104,36,No,0.93,No,Stalemate,-62.865,-112.783,Polar,Land,No,218651,19101,16819.30769
Japan,Israel,War,1999,1171,488.66,30.3,269.1,Forest,811.1,1272.7,,,Conventional,2196,111,No,7.12,No,Stalemate,-25.68,81.324,Tropical,,No,137999,12463.3,117.8471392
USA,Japan,War,2023,1964,293.93,-8,2670.2,Plains,803,1293.9,NATO,NATO,Mixed,1460,158,No,13.33,Yes,Victory_B,40.722,114.198,Tropical,Oil,No,220282,25564.4,112.1598778
Israel,Canada,Skirmish,1975,1776,254.93,-0.9,2896.9,Mountain,437.7,1070.3,,,Conventional,2546,130,No,17.82,Yes,Victory_B,-29.664,-13.538,Polar,,No,67387,25753.1,37.94313063
UK,China,Proxy War,1979,601,261.63,23.8,607.1,Desert,608.7,1039.2,NATO,,Cyber,1911,68,Yes,1.48,No,Victory_A,53.264,-43.614,Polar,Oil,No,190928,23747,317.6838602
Australia,Russia,Proxy War,2022,95,107.71,21.9,2113.9,Mountain,831.2,21.8,Regional,,Conventional,3126,97,No,13.18,Yes,Victory_B,31.142,47.572,Arid,Water,Yes,132569,18636.6,1395.463158
